SMED30000044 ASI4B
SMED30006021 WDR24
SMED30006016 SOCS4
SMED30006046 TRF6B
SMED30006018 SSBP3
SMED30006039 LNP
SMED30006047 EFCB5
SMED30006019 TBA2
SMED30006035 TIGD6
SMED30006033 TEKT1
SMED30006037 PHF10
SMED30006058 SYNC
SMED30006065 ASPM
SMED30006079 NUCB1
SMED30006077 AR
SMED30006055 PIM2
SMED30006078 GRK6
SMED30006080 PIAS4
SMED30006048 SBNO2
SMED30006072 NPAS3
SMED30006070 ZN621
SMED30006060 KIF4B
SMED30006049 GLMS
SMED30006096 SNR25
SMED30006091 FAT2
SMED30006095 AATC
SMED30006108 ANK1
SMED30006105 RBMX2
SMED30006103 ICMT
SMED30006112 KCMB3
SMED30006085 CPO
SMED30006119 XBP1
SMED30006093 MPDZ
SMED30006111 FA78A
SMED30006109 EF1B
SMED30006101 TTRR
SMED30006098 AMNC
SMED30006114 HECD1
SMED30006117 PTN1
SMED30006086 NOL6
SMED30006099 NMDE3
SMED30006110 GATM
SMED30006106 CLCA1
SMED30006088 IF3
SMED30006087 ST18
SMED30006150 TIGD1
SMED30006140 NDUAA
SMED30006134 CD63
SMED30006154 TRAF3
SMED30006136 PDIA5
SMED30006129 KCTD7
SMED30006125 ZN142
SMED30006138 PEO1
SMED30006145 VACHT
SMED30006127 MED25
SMED30006132 BND7A
SMED30006130 T184B
SMED30006151 OPRM
SMED30006120 VRK1
SMED30006133 PO21
SMED30006149 PIFO
SMED30006144 HELZ2
SMED30006146 RCOR2
SMED30006135 cytoskeletal
SMED30006148 KDIS
SMED30000653 KPTN
SMED30000651 QUEF
SMED30000656 CNBD2
SMED30000646 RHG15
SMED30000644 KI21A
SMED30000633 ABHGA
SMED30000654 STRN3
SMED30000649 ERCC2
SMED30000643 LRIG2
SMED30000640 RIC3
SMED30000645 CDPK4
SMED30000664 TLK1
SMED30000639 DYST
SMED30006169 EXOS3
SMED30006157 6PGD
SMED30006188 ANR16
SMED30006168 FUCL
SMED30006179 GLYG
SMED30006181 ABD18
SMED30006182 PIN1
SMED30006162 GT2D2
SMED30006156 5HT7R
SMED30006167 RAS3
SMED30006180 CO1A2
SMED30006161 NCKX5
SMED30006185 HPPR
SMED30006165 KLF5
SMED30006159 REPS1
SMED30006187 RBP10
SMED30006203 MET24
SMED30006199 ACSA
SMED30006221 MEC2
SMED30006200 TTN1
SMED30006220 CO6A3
SMED30006207 DYL1
SMED30006209 PABP2
SMED30006225 CDKL1
SMED30006216 RS8
SMED30006198 H6S1A
SMED30006214 INSI2
SMED30006211 TRYT
SMED30006212 KIF5C
SMED30006196 TBA1
SMED30006208 ACON
SMED30006259 ERCC5
SMED30006248 PGBD4
SMED30006241 SRAC1
SMED30006250 M3K2
SMED30006233 RIT1
SMED30006254 PDXD1
SMED30006232 PI16
SMED30006258 KGP1
SMED30006235 VACHA
SMED30006260 SH3BG
SMED30006256 CCD96
SMED30006230 SP17
SMED30006231 RSSA
SMED30006278 PGBD4
SMED30006270 cytoskeletal
SMED30006291 TM201
SMED30006289 IM23
SMED30006273 OSBL9
SMED30006286 BROX
SMED30006276 PPIE
SMED30006281 GYG1
SMED30006268 ACE
SMED30006266 PP2A
SMED30006274 CHIP
SMED30006305 SCOA
SMED30006301 CATIP
SMED30006311 CNN2
SMED30006325 TRDMT
SMED30006317 POC5
SMED30006329 KPCI
SMED30006334 TBC14
SMED30006304 SURF4
SMED30006327 LYSM3
SMED30006326 PGBD4
SMED30006322 TBG1
SMED30006314 AAKB2
SMED30006312 AT1B1
SMED30006330 MOG1
SMED30006348 NIPBL
SMED30006343 DYH5
SMED30006355 ATLA2
SMED30006363 UBL3
SMED30006358 CHMP6
SMED30006371 MIB1
SMED30006359 POLR
SMED30006341 NOVA1
SMED30006361 RAD21
SMED30006349 TRAF6
SMED30006340 F8I2
SMED30006344 GHRB
SMED30006350 PAPOG
SMED30006364 AFG2
SMED30006356 SO2B1
SMED30006370 REXO4
SMED30006369 ITB1
SMED30006368 PIEZO
SMED30006342 NU133
SMED30006362 NUD12
SMED30006347 RU2B
SMED30006337 GATM
SMED30006336 PIHD2
SMED30006386 CLN5
SMED30006390 POL5
SMED30006385 DYH5
SMED30006392 ZN143
SMED30006406 MR1BB
SMED30006388 CYPH
SMED30006391 RL34
SMED30006397 CNBD2
SMED30006372 MSL7
SMED30006402 PIBF1
SMED30006378 PLD3B
SMED30006375 TIGD7
SMED30006401 TRUB2
SMED30006403 GLRA3
SMED30006380 NPYR
SMED30006398 HS3S5
SMED30006423 IDHG1
SMED30006425 PI42A
SMED30006426 DPOD2
SMED30006416 MPIP
SMED30006437 TIGD1
SMED30006438 EFHB
SMED30006440 HES2
SMED30006431 ZMYM1
SMED30006417 CNBP
SMED30006433 SETMR
SMED30006424 TRPG
SMED30006428 CHAC1
SMED30006429 THOC1
SMED30006427 ODF3A
SMED30006432 LIPS
SMED30006473 YHJX
SMED30006455 FOXJ3
SMED30006461 TBA
SMED30006456 CLSPN
SMED30006444 PI16
SMED30006477 YRDC
SMED30006453 FUCT1
SMED30006464 TCF15
SMED30006463 FA78A
SMED30006450 VA5
SMED30006451 MNX1
SMED30006469 TRAF5
SMED30006459 PLK4
SMED30006476 NEK8
SMED30006462 S13A3
SMED30006447 muscle
SMED30006448 ARGC
SMED30006485 SNTB1
SMED30006490 PSD1
SMED30006498 SETMR
SMED30006505 TE2IP
SMED30006503 UNC9
SMED30006512 RL29
SMED30006506 KAT5
SMED30006491 EMC9
SMED30006513 SEN2
SMED30006497 ATG7
SMED30006514 F221B
SMED30006481 WDR49
SMED30006495 TRAF5
SMED30006484 ARAID
SMED30006483 YAM3
SMED30000673 EMARD
SMED30000683 PFA4
SMED30000696 LITA
SMED30000671 PXN1
SMED30000687 PP1G
SMED30000668 TBC25
SMED30000677 CDIA
SMED30000702 CYB
SMED30000682 CI116
SMED30000686 RM51
SMED30000693 INX3
SMED30000690 PCDH1
SMED30000694 RAB18
SMED30000691 IF4A3
SMED30000679 SCND3
SMED30000692 TUB
SMED30000697 GTR3
SMED30000688 CCD96
SMED30000699 LRC4B
SMED30006521 PSMD3
SMED30006545 FBXL5
SMED30006533 ARF
SMED30006522 TERA
SMED30006519 FBX25
SMED30006518 RBP2
SMED30006548 BRD7
SMED30006525 RNF31
SMED30006542 PSB2
SMED30006537 SON
SMED30006546 TRPT1
SMED30006517 GCSP
SMED30006531 PPSP1
SMED30006516 S47A1
SMED30006569 WDR33
SMED30006553 SPTC1
SMED30006561 GT2D2
SMED30006579 GULDH
SMED30006581 GPRL1
SMED30006576 API5B
SMED30006563 IQEC1
SMED30006574 IF4E2
SMED30006586 TCPG
SMED30006559 DPOM
SMED30006580 ZMYM1
SMED30006562 NUDC2
SMED30006570 SCND3
SMED30006555 ERF1
SMED30006556 TBA
SMED30006583 FZD10
SMED30006567 DYR1A
SMED30006587 CCD24
SMED30006616 GCP4
SMED30006591 ZMYM3
SMED30006623 RNF8
SMED30006593 UGGG1
SMED30006595 PCDH1
SMED30006602 YQA3
SMED30006606 MA2B1
SMED30006619 GLF1
SMED30006600 POL3
SMED30006620 DPOM
SMED30006610 WWOX
SMED30006646 TIGD1
SMED30006657 METL5
SMED30006640 KCC2A
SMED30006652 DYH6
SMED30006630 ATC1
SMED30006632 T1106
SMED30006636 KI13A
SMED30006651 GRIK5
SMED30006637 PGBD4
SMED30006659 S17A9
SMED30006656 KCMF1
SMED30006655 RL32
SMED30006650 SETMR
SMED30006639 NUP93
SMED30006631 SETD2
SMED30006648 CD63
SMED30006638 EFTU
SMED30006653 LAMP1
SMED30006629 HUWE1
SMED30006624 UNC7
SMED30006684 CSTN2
SMED30006678 RSSA
SMED30006679 SDC
SMED30006689 LRRK2
SMED30006668 C070B
SMED30006682 SIX2
SMED30006669 WHRN
SMED30006670 TIGD6
SMED30006690 TSCOT
SMED30006672 RM18
SMED30006660 KPYM
SMED30006686 PYGB
SMED30006677 PBPA
SMED30006692 CGH1
SMED30006683 PHLB2
SMED30006727 ADRM1
SMED30006729 AOTC
SMED30006700 RHA1A
SMED30006696 RPAB3
SMED30006723 RABEP
SMED30006706 ISOC2
SMED30006722 41
SMED30006698 PP1G
SMED30006724 POL2
SMED30006705 SSRP1
SMED30006703 PN16
SMED30006709 KATL2
SMED30006708 PO21
SMED30006715 MOS1T
SMED30006742 DDX6
SMED30006764 P85A
SMED30006757 FHL3
SMED30006741 DRD2L
SMED30006749 PKHM3
SMED30006765 MUC2
SMED30006754 TTC16
SMED30006762 POL2
SMED30006756 UN105
SMED30006752 MTOR
SMED30006736 CRCM
SMED30006748 EED
SMED30006755 AN32A
SMED30006767 RSSA
SMED30006786 ITN1
SMED30006781 XPR1
SMED30006777 COFA1
SMED30006796 TYRO
SMED30006769 CRSPL
SMED30006797 ACT10
SMED30006782 PCX1
SMED30006784 RAB7A
SMED30006773 CANB
SMED30006795 ANM3
SMED30006799 DHX8
SMED30006792 AGO2
SMED30006791 S40A1
SMED30006771 cytoplasmic
SMED30006831 CIPK6
SMED30006820 CFA57
SMED30006815 PSD13
SMED30006822 MOK
SMED30006810 VKT2
SMED30006818 CHD2
SMED30006807 AFC2
SMED30006813 TDG
SMED30006816 ABHD8
SMED30006826 PP4C1
SMED30006808 PSMD8
SMED30006829 SUCC
SMED30006824 DUS23
SMED30006838 LICD
SMED30006837 SNPC4
SMED30006819 CCNL1
SMED30006828 TRAF3
SMED30006811 DDHD2
SMED30006848 CYSG
SMED30006868 MTMR9
SMED30006854 WDR82
SMED30006873 MED23
SMED30006843 ATX3
SMED30006841 PP1A
SMED30006840 ESIB
SMED30006871 GFI1
SMED30006852 SESN1
SMED30006858 AAKG1
SMED30006859 PPIL6
SMED30006846 PTHB1
SMED30006842 GRID1
SMED30006875 SCND3
SMED30000708 DYH5
SMED30000707 NHEB
SMED30000718 ZBED4
SMED30000729 CLIC6
SMED30000724 POL4
SMED30000736 ZBED5
SMED30000731 INX10
SMED30000733 GTD2A
SMED30000705 STK39
SMED30000706 RNZN
SMED30000713 POL2
SMED30000711 ACSS3
SMED30000725 PWP2B
SMED30000732 LRC45
SMED30000712 BCP1
SMED30000735 GPRL1
SMED30000710 VA5
SMED30000740 E74EF
SMED30006881 EFCB1
SMED30006905 GR1
SMED30006888 MK67I
SMED30006880 GATC1
SMED30006877 TNKS2
SMED30006901 HERP1
SMED30006897 DC1I2
SMED30006886 POL5
SMED30006887 GELS2
SMED30006902 UBC21
SMED30006884 DPY30
SMED30006906 ANO7
SMED30006904 TPC2
SMED30006876 ST18
SMED30006907 UNC9
SMED30006922 POL4
SMED30006925 TBA2
SMED30006946 SCND3
SMED30006914 5HT2A
SMED30006944 S35E1
SMED30006927 SETMR
SMED30006916 GBRB3
SMED30006924 AMPQ
SMED30006943 ALF
SMED30006940 CAB32
SMED30006979 MCM2
SMED30006978 SIFAR
SMED30006958 TF3C1
SMED30006957 GTD2B
SMED30006951 PKHG5
SMED30006959 GAR1
SMED30006955 PXYP1
SMED30006961 KCNN
SMED30006967 CHMP7
SMED30006953 ACHA2
SMED30006966 ZBED5
SMED30006970 LEO1
SMED30007001 WLI2A
SMED30006987 MCAT
SMED30007008 KDSR
SMED30006985 WDR49
SMED30007010 5HT1R
SMED30007003 FGGY
SMED30006992 POL2
SMED30007007 TESK2
SMED30007002 TRAF6
SMED30006996 RERG
SMED30007013 MPI
SMED30006998 TAF7
SMED30007017 ACT1
SMED30006989 E2AK3
SMED30007052 PR6AA
SMED30007037 POGK
SMED30007022 NTR2
SMED30007024 DRD1L
SMED30007042 RAB4A
SMED30007038 CK5P3
SMED30007036 SMDL
SMED30007055 DYH2
SMED30007028 POL4
SMED30007090 TRAF5
SMED30007073 SIM12
SMED30007061 Y045
SMED30007084 TRAF2
SMED30007075 FBN3
SMED30007064 AKA14
SMED30007065 RTF2
SMED30007081 G6PI
SMED30007080 PPIL3
SMED30007062 MKS3
SMED30007072 MCEE
SMED30007066 MGN2
SMED30007059 DYR
SMED30007079 YLII
SMED30007060 SF3
SMED30007069 U2AF2
SMED30007070 CTDSL
SMED30007113 POL5
SMED30007126 MABP1
SMED30007110 CDPK9
SMED30007092 RPAB1
SMED30007124 MCFD2
SMED30007122 TWK7
SMED30007120 TRPM3
SMED30007095 TRAF4
SMED30007100 TCF25
SMED30007098 NRDE2
SMED30007096 TBPL1
SMED30007109 ADCK5
SMED30007108 EF1A2
SMED30007102 S43A3
SMED30007103 YLAT2
SMED30007099 RSSA
SMED30007112 YOXD
SMED30007105 THO4B
SMED30007151 LMO42
SMED30007129 ZMYM6
SMED30007159 MAOX
SMED30007157 NDUB9
SMED30007143 NOG2
SMED30007152 RFP4A
SMED30007158 PGBD4
SMED30007163 CNOT2
SMED30007148 SETMR
SMED30007130 INX19
SMED30007141 VKT3A
SMED30007145 HOIL1
SMED30007147 RNF41
SMED30007150 POL2
SMED30007138 CNG3
SMED30007132 MBOA2
SMED30007137 RPB1
SMED30007142 SP17
SMED30007160 SMC
SMED30007156 DHB14
SMED30007136 TAL
SMED30007134 HDHD1
SMED30007199 ILVBL
SMED30007188 CALM
SMED30007173 PCDB4
SMED30007183 POL
SMED30007172 MPP10
SMED30007168 THRC
SMED30007182 CBR1
SMED30007181 PGAM5
SMED30007189 DZAN1
SMED30007197 SYT15
SMED30007166 PTPRJ
SMED30007185 BIRC3
SMED30007179 PKD2
SMED30007201 GPSM1
SMED30007209 DCLK3
SMED30007206 RNP4
SMED30007210 TBA8
SMED30007221 RT18A
SMED30007227 HXA4
SMED30007216 TUT7
SMED30007229 PCIF1
SMED30007235 RT30
SMED30007200 POL2
SMED30007202 ANPRA
SMED30007234 BBS7
SMED30007224 YPT1
SMED30007225 HPS5
SMED30000082 LRC40
SMED30000078 C42S2
SMED30000088 TYPX
SMED30000104 AT1B1
SMED30000103 DNJB1
SMED30000108 GPD1L
SMED30000081 IF1A
SMED30000095 NPFF2
SMED30000077 UNC9
SMED30000089 AMT3
SMED30000076 YMD3
SMED30000087 CA2D1
SMED30000093 QOR
SMED30000106 PO21
SMED30000094 RHLE
SMED30000102 PLK1
SMED30000107 ARRD2
SMED30000096 SOS1
SMED30000110 OX2R
SMED30000091 B4GT1
SMED30000748 SHAN3
SMED30000744 MFRN1
SMED30000761 COPE
SMED30000771 AHNK
SMED30000765 DCTN4
SMED30000766 TIGD1
SMED30000767 CAN5
SMED30000747 PRS7
SMED30000756 EGFR
SMED30007242 ZN627
SMED30007252 SILP
SMED30007238 DIC
SMED30007236 PGBD4
SMED30007269 CDC71
SMED30007251 RBM39
SMED30007255 RREB1
SMED30007243 GALT5
SMED30007264 FANCI
SMED30007261 FMAR
SMED30007267 MARF1
SMED30007254 SOJ
SMED30007239 ARP6
SMED30007300 CPT1A
SMED30007292 OTOP1
SMED30007298 SAMH1
SMED30007281 LRC57
SMED30007277 T23O
SMED30007304 TRAF6
SMED30007274 BRD7
SMED30007279 NECX
SMED30007286 POL2
SMED30007282 DCTS
SMED30007307 ST17B
SMED30007301 POL
SMED30007287 NOG1
SMED30007283 KCNQ1
SMED30007299 SAP18
SMED30007302 POL4
SMED30007290 GATA4
SMED30007272 NDUB2
SMED30007294 SC5A8
SMED30007288 GMDS
SMED30007308 ZN333
SMED30007317 LCMT1
SMED30007314 STR6L
SMED30007312 PGBD4
SMED30007326 OTX1B
SMED30007310 SCYL2
SMED30007316 ZMYM6
SMED30007319 JERKY
SMED30007332 SC6A7
SMED30007328 NFYA1
SMED30007343 TDRD1
SMED30007341 TBC30
SMED30007337 ZUFSP
SMED30007331 KPSH1
SMED30007323 TRD7A
SMED30007320 ZBED4
SMED30007322 SVOP
SMED30007318 GSTCD
SMED30007324 YMD3
SMED30007353 PO21
SMED30007347 SYPH
SMED30007361 SELSB
SMED30007369 CTBP
SMED30007372 MYCT
SMED30007351 PPE1
SMED30007379 YTHD2
SMED30007350 CECR5
SMED30007345 PCID2
SMED30007365 PAX5
SMED30007376 POL3
SMED30007346 ASCL4
SMED30007408 PRS30
SMED30007392 TTC38
SMED30007414 UB2L3
SMED30007386 TIM29
SMED30007410 TRAF3
SMED30007396 CLYBL
SMED30007394 P4K2B
SMED30007403 PPR42
SMED30007399 RRP1B
SMED30007400 HNRPL
SMED30007389 CSKP
SMED30007406 PIWI1
SMED30007413 COX17
SMED30007438 ITFG2
SMED30007433 GT2D2
SMED30007451 KCNQ4
SMED30007448 PGBD4
SMED30007439 UUP1
SMED30007425 RUS1
SMED30007426 SYT9
SMED30007440 RTXE
SMED30007419 DCDC2
SMED30007445 RBM5
SMED30007434 ADRO
SMED30007465 CCD58
SMED30007487 TIGD6
SMED30007479 F206A
SMED30007463 ASNS
SMED30007477 CNBD2
SMED30007454 KAPC
SMED30007486 M3K3
SMED30007470 CC180
SMED30007474 TYDP1
SMED30007484 DYH8
SMED30007453 LRRC7
SMED30007458 ARRB
SMED30007472 CHSS1
SMED30007461 RL40
SMED30007485 FABG
SMED30007480 KPC1
SMED30007466 UBP2
SMED30007456 GRDP1
SMED30007468 TDG
SMED30007457 SYQ
SMED30007500 CC170
SMED30007493 GCP3
SMED30007517 IQCE
SMED30007496 FREM1
SMED30007512 STXB5
SMED30007498 RL19
SMED30007501 MRC1
SMED30007515 STX6
SMED30007510 YMD3
SMED30007518 PIHD1
SMED30007511 HEM3
SMED30007499 SNX7
SMED30007513 LPXA
SMED30007503 VKIND
SMED30007489 KLK13
SMED30007523 TRAF6
SMED30007509 TRPM6
SMED30007519 TAF12
SMED30007527 MPPE1
SMED30007534 LLPH
SMED30007525 ABCD4
SMED30007545 CSCL1
SMED30007536 GLPK5
SMED30007530 SCND3
SMED30007543 SYNE1
SMED30007549 RF2
SMED30007551 COQ2
SMED30007539 ABCA1
SMED30007542 DCP2
SMED30007566 CA2D3
SMED30007564 POL
SMED30007588 SPICE
SMED30007577 TBCC1
SMED30007563 ST1B1
SMED30007568 NDUS1
SMED30007572 ALG3
SMED30007589 ZBED5
SMED30007586 TSN33
SMED30007575 TRAF3
SMED30007581 CFA69
SMED30007567 LYST
SMED30007576 YMD2
SMED30007571 F173B
SMED30007582 ZBED5
SMED30007587 STYL1
SMED30007561 PC11X
SMED30000794 LC7L3
SMED30000783 TYW2
SMED30000786 D2HDH
SMED30000785 PCDH9
SMED30000800 RL10A
SMED30000790 SC6A7
SMED30000810 POL3
SMED30000812 INT12
SMED30000778 ICA69
SMED30007618 SIK2
SMED30007619 M2K1
SMED30007627 MARH5
SMED30007623 KAD5
SMED30007620 AT2B2
SMED30007616 CNOT7
SMED30007598 AGAP4
SMED30007630 CNG1
SMED30007629 PPIB
SMED30007624 HNF6
SMED30007615 CPN2
SMED30007622 RU1C
SMED30007606 NDK7
SMED30007628 TYSY
SMED30007656 SYQ
SMED30007662 NUP98
SMED30007649 C1QT3
SMED30007645 TIGD2
SMED30007640 LHX3
SMED30007638 YG31B
SMED30007659 DRC7
SMED30007639 IWS1
SMED30007661 POL4
SMED30007660 UN105
SMED30007679 LATS1
SMED30007682 NPY6R
SMED30007690 PBO4
SMED30007689 YMD3
SMED30007680 DCLK
SMED30007670 DTNB
SMED30007688 YMD3
SMED30007676 PEX2
SMED30007699 KLD8A
SMED30007674 GPTC4
SMED30007685 STC
SMED30007675 PSMG1
SMED30007686 STAR7
SMED30007673 NTAN1
SMED30007718 FLOT1
SMED30007710 WNT11
SMED30007726 SPO11
SMED30007708 IMP3
SMED30007705 BACD3
SMED30007737 CLPA
SMED30007716 ANR28
SMED30007722 FABD
SMED30007704 cytoplasmic
SMED30007727 PC11Y
SMED30007714 M3K3
SMED30007730 IFT46
SMED30007712 ERCC6
SMED30007734 U2AF2
SMED30007739 ZAN
SMED30007709 NOB1
SMED30007742 S61A2
SMED30007740 HERC3
SMED30007751 YXBG
SMED30007744 SMAD7
SMED30007747 RPN1
SMED30007755 LASP1
SMED30007750 TECR
SMED30007772 TPC10
SMED30007752 PO22
SMED30007745 NDUS3
SMED30007759 PX11B
SMED30007804 NPTN
SMED30007802 ILK
SMED30007780 CO6A6
SMED30007787 larval
SMED30007797 ATRN
SMED30007795 MLC2
SMED30007779 NKX23
SMED30007788 TCRG1
SMED30007810 RHB1A
SMED30007798 SIM15
SMED30007782 TBP
SMED30007819 SCND3
SMED30007833 CIP1
SMED30007823 TIGD6
SMED30007841 VDR
SMED30007839 KAPR
SMED30007824 WASH7
SMED30007818 TYDP2
SMED30007838 LAS1
SMED30007845 TRFM
SMED30007827 USF
SMED30007846 HCN1
SMED30007835 POL
SMED30007815 DDX17
SMED30007831 MEGL
SMED30007866 CNOT1
SMED30007878 FACE2
SMED30007852 POL3
SMED30007879 PPR3B
SMED30007848 MTMR2
SMED30007881 CFA20
SMED30007869 ANR28
SMED30007882 COL10
SMED30007864 BIN3D
SMED30007853 FA49B
SMED30007854 SHF
SMED30007858 NEO1
SMED30007876 MLRA
SMED30007865 XANB
SMED30007862 Y1135
SMED30007859 POL2
SMED30007867 OTOF
SMED30007849 VMAT2
SMED30007861 PC11X
SMED30007888 41
SMED30007885 K1586
SMED30007891 CC020
SMED30007894 XPO1
SMED30007903 SC6A6
SMED30007917 TOLL6
SMED30007918 GT2D2
SMED30007902 RECQ1
SMED30007895 WDR5
SMED30007906 SAP3
SMED30007908 GTD2A
SMED30007934 EIF3C
SMED30007928 SCO1
SMED30007937 TRAF3
SMED30007952 PTSS2
SMED30007939 LGAT1
SMED30007920 TT23L
SMED30007929 MRE11
SMED30007950 RBM15
SMED30007951 T2FA
SMED30007930 Y132A
SMED30007938 GRN
SMED30007943 AP2B1
SMED30007946 TID
SMED30000821 STX5
SMED30000835 UBI1P
SMED30000816 LDB1
SMED30000817 INP5K
SMED30000831 GAPR1
SMED30000818 ACT1
SMED30000838 LCMT1
SMED30000845 UNC9
SMED30000819 ASM3B
SMED30000825 CALM
SMED30000833 HSP83
SMED30000837 H4
SMED30000850 XCT
SMED30000823 COX18
SMED30000846 CETN1
SMED30000824 VIAAT
SMED30000840 CCD42
SMED30000828 GLO2
SMED30000826 LPXK
SMED30000836 SCPA
SMED30000848 SC6A7
SMED30007990 FMN1
SMED30007984 CAF1
SMED30007962 DPO3X
SMED30007989 IQUB
SMED30007982 TOB2
SMED30007959 DYHC
SMED30007957 IRX1B
SMED30007988 EIF3H
SMED30007987 GRIK4
SMED30007970 TG198
SMED30007967 ZNT2
SMED30007983 S35A2
SMED30007985 TRAF3
SMED30007971 RHG21
SMED30008000 CDC72
SMED30008019 F200A
SMED30008023 ZNT10
SMED30008013 TGFR1
SMED30007992 MTQ2
SMED30008015 TPC
SMED30008020 UBI4P
SMED30008018 BEST3
SMED30008025 FA98A
SMED30008024 ZNFX1
SMED30008005 GT2D2
SMED30008007 DDR2
SMED30008009 PI16
SMED30008017 Y3950
SMED30008012 UBE3B
SMED30007993 AXP83
SMED30008055 TRPM1
SMED30008051 MDH1B
SMED30008041 STAT
SMED30008035 SCAM3
SMED30008030 SPTCS
SMED30008044 CCD22
SMED30008063 NICA
SMED30008034 FKRP
SMED30008057 KPCI
SMED30008038 KIF2A
SMED30008033 AT2B2
SMED30008054 CTU1
SMED30008048 RAP1B
SMED30008059 VMAT2
SMED30008079 WDR7
SMED30008099 UBP30
SMED30008070 FXRD1
SMED30008078 MX2
SMED30008066 WBS27
SMED30008074 TTPAL
SMED30008083 ZBED5
SMED30008097 CRIPT
SMED30008086 ESF1
SMED30008087 CO6A5
SMED30008080 TM45B
SMED30008067 TRPV4
SMED30008091 SEPA
SMED30008072 PR2
SMED30008073 MRC1
SMED30008111 DNJC2
SMED30008125 NOTC3
SMED30008133 F200B
SMED30008113 NICN1
SMED30008126 NPL
SMED30008134 LRP12
SMED30008112 YPC2
SMED30008124 AKR1
SMED30008131 OTX1B
SMED30008106 GLND
SMED30008115 TTC41
SMED30008107 ODB2
SMED30008130 TBB
SMED30008102 ANR63
SMED30008121 PP1R8
SMED30008101 RPF2
SMED30008103 TOM20
SMED30008118 TRAF5
SMED30008100 GLO2
SMED30008141 GCYB2
SMED30008155 BTPA
SMED30008150 CDK9
SMED30008157 TSTD3
SMED30008140 SELM
SMED30008138 SLIT3
SMED30008165 CNKR3
SMED30008169 SM21
SMED30008166 HOP2
SMED30008171 INPP
SMED30008148 AT1B1
SMED30008152 Y2348
SMED30008163 Y3950
SMED30008201 HVCN1
SMED30008172 TRAF6
SMED30008188 T11L1
SMED30008183 XRN2
SMED30008195 PAKM
SMED30008205 MAT2B
SMED30008196 SETMR
SMED30008187 CIB2
SMED30008206 MIB1
SMED30008181 RLMJ
SMED30008204 ENPL
SMED30008185 GLRK
SMED30008178 YDJC
SMED30008182 RUXG
SMED30008207 ARL1
SMED30008226 BIRC6
SMED30008209 PABP4
SMED30008221 F16A1
SMED30008229 FXL13
SMED30008237 IF5A2
SMED30008218 PDE1C
SMED30008214 PIF1
SMED30008223 POLR
SMED30008231 SPAT4
SMED30008220 SMU1
SMED30008211 DOCK7
SMED30008213 NUD16
SMED30008233 PPP6
SMED30008258 CYBP
SMED30008266 GTR1
SMED30008260 SETMR
SMED30008263 PO21
SMED30008255 IF2G
SMED30008246 CWC22
SMED30008274 ADTRP
SMED30008259 PGRC2
SMED30008247 VA5
SMED30008254 HSC20
SMED30008264 mitochondrial
SMED30008269 NCKP1
SMED30008253 DUS10
SMED30008272 TOPRS
SMED30008248 RT18C
SMED30008249 RIMB1
SMED30008298 GP107
SMED30008283 CCR4
SMED30008306 PP4C1
SMED30008307 TOX4B
SMED30008312 UFSP2
SMED30008301 SYT14
SMED30008315 OMA1
SMED30008309 TBA
SMED30008280 GRAP
SMED30008296 SETMR
SMED30008304 ELG
SMED30008286 LAGE3
SMED30008314 MTSSL
SMED30008287 AAR2
SMED30008297 MPIP
SMED30008292 M3K15
SMED30008295 HSP7C
SMED30000884 PP12
SMED30000853 TPMT
SMED30000866 TX261
SMED30000863 OFUT2
SMED30000869 RNF41
SMED30000878 F91A1
SMED30000875 CDK9
SMED30000855 MTCH2
SMED30000859 PO21
SMED30000872 SNX4
SMED30000887 WDR12
SMED30000862 IGS10
SMED30000883 GSTM1
SMED30000852 EGL4
SMED30000858 YIPF1
SMED30000881 CAV3
SMED30000868 U520
SMED30000867 KMO
SMED30008349 SETMR
SMED30008329 TIGD1
SMED30008320 PRS8
SMED30008328 TIGD6
SMED30008350 SSPO
SMED30008336 MSX2
SMED30008318 TEP1
SMED30008327 ATP23
SMED30008319 RS3
SMED30008371 TM120
SMED30008372 FUCL
SMED30008362 MIB1
SMED30008360 RPB1
SMED30008379 CE112
SMED30008364 S26A5
SMED30008353 DRD2
SMED30008376 IFIH1
SMED30008385 S13A2
SMED30008378 M3K3
SMED30008361 C19L2
SMED30008363 NKX32
SMED30008358 MOS1T
SMED30008368 RTEL1
SMED30008367 APC11
SMED30008369 KLKB1
SMED30008365 S36A4
SMED30008405 SCRB2
SMED30008396 GT2D2
SMED30008404 TRPM1
SMED30008411 GSH0
SMED30008415 SEH1
SMED30008421 MRP7
SMED30008397 LARG2
SMED30008412 CAH2
SMED30008402 ACM4
SMED30008388 EAA2
SMED30008414 NU3M
SMED30008423 POL2
SMED30008399 ZN862
SMED30008390 CP2BB
SMED30008393 NPRL2
SMED30008420 PADC1
SMED30008445 TOR1A
SMED30008456 I5P1
SMED30008452 T2AG
SMED30008458 LYAG
SMED30008430 M17L2
SMED30008444 TRAF6
SMED30008431 MICU1
SMED30008453 RGLG3
SMED30008446 cytoplasmic
SMED30008443 MCMD2
SMED30008454 AN30A
SMED30008424 POGK
SMED30008427 SIDT1
SMED30008437 TIA1
SMED30008441 AL1L1
SMED30008425 PLCX3
SMED30008448 TIGD1
SMED30008439 NMD3A
SMED30008488 BEST1
SMED30008475 MEK1
SMED30008462 DOPR2
SMED30008466 PP2BA
SMED30008474 DYH10
SMED30008464 G3P
